date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-04 21:43:59,21.42666667,25.73,0,485.3333333,0.004059578937,0
2015-02-04 21:45:00,21.39,25.7,0,484,0.004045655628,0
2015-02-04 21:46:00,21.39,25.7,0,489,0.004045655628,0
2015-02-04 21:47:00,21.445,25.745,0,488,0.004066555607,0
2015-02-04 21:48:00,21.5,25.79,0,493,0.004087545827,0
2015-02-04 21:49:00,21.39,25.7,0,491,0.004045655628,0
2015-02-04 21:49:59,21.445,25.745,0,488,0.004066555607,0
2015-02-04 21:51:00,21.445,25.745,0,487.25,0.004066555607,0
2015-02-04 21:52:00,21.39,25.7,0,489,0.004045655628,0
2015-02-04 21:53:00,21.5,25.79,0,489,0.004087545827,0
2015-02-04 21:53:59,21.39,25.7,0,486,0.004045655628,0
2015-02-04 21:55:00,21.42666667,25.73,0,484.6666667,0.004059578937,0
2015-02-04 21:55:59,21.39,25.7,0,485,0.004045655628,0
2015-02-04 21:56:59,21.39,25.7,0,487,0.004045655628,0
2015-02-04 21:58:00,21.39,25.7,0,492,0.004045655628,0
2015-02-04 21:59:00,21.39,25.7,0,490.6666667,0.004045655628,0
2015-02-04 22:00:00,21.39,25.7,0,488,0.004045655628,0
2015-02-04 22:01:00,21.39,25.7,0,485.5,0.004045655628,0
2015-02-04 22:01:59,21.39,25.7,0,486,0.004045655628,0
2015-02-04 22:02:59,21.39,25.7,0,485.5,0.004045655628,0
2015-02-04 22:04:00,21.39,25.7,0,486,0.004045655628,0
2015-02-04 22:05:00,21.39,25.7,0,480,0.004045655628,0
2015-02-04 22:06:00,21.39,25.7,0,481,0.004045655628,0
2015-02-04 22:07:00,21.39,25.7,0,481.6666667,0.004045655628,0
2015-02-04 22:08:00,21.39,25.7,0,485.5,0.004045655628,0
2015-02-04 22:08:59,21.39,25.7,0,485,0.004045655628,0
2015-02-04 22:09:59,21.39,25.7,0,473,0.004045655628,0
2015-02-04 22:11:00,21.39,25.7,0,475,0.004045655628,0
2015-02-04 22:12:00,21.39,25.7,0,486,0.004045655628,0
2015-02-04 22:13:00,21.39,25.7,0,481.5,0.004045655628,0
2015-02-04 22:14:00,21.39,25.7,0,483,0.004045655628,0
2015-02-04 22:14:59,21.39,25.7,0,479,0.004045655628,0
2015-02-04 22:15:59,21.39,25.7,0,479,0.004045655628,0
2015-02-04 22:17:00,21.39,25.7,0,479,0.004045655628,0
2015-02-04 22:18:00,21.34,25.7,0,479,0.004033195251,0
2015-02-04 22:19:00,21.39,25.7,0,479,0.004045655628,0
2015-02-04 22:20:00,21.39,25.7,0,477,0.004045655628,0
2015-02-04 22:21:00,21.39,25.7,0,477.5,0.004045655628,0
2015-02-04 22:21:59,21.29,25.7,0,477.5,0.004020768726,0
2015-02-04 22:23:00,21.34,25.7,0,480,0.004033195251,0
2015-02-04 22:24:00,21.29,25.7,0,480,0.004020768726,0
2015-02-04 22:25:00,21.34,25.7,0,482,0.004033195251,0
2015-02-04 22:25:59,21.32333333,25.7,0,480.3333333,0.004029049319,0
2015-02-04 22:27:00,21.34,25.7,0,477.5,0.004033195251,0
2015-02-04 22:27:59,21.29,25.7,0,476,0.004020768726,0
2015-02-04 22:28:59,21.39,25.7,0,479,0.004045655628,0
2015-02-04 22:30:00,21.39,25.7,0,471,0.004045655628,0
2015-02-04 22:31:00,21.29,25.7,0,474,0.004020768726,0
2015-02-04 22:32:00,21.29,25.7,0,477.5,0.004020768726,0
2015-02-04 22:33:00,21.34,25.7,0,476,0.004033195251,0
2015-02-04 22:34:00,21.29,25.7,0,474.25,0.004020768726,0
2015-02-04 22:34:59,21.39,25.7,0,475,0.004045655628,0
2015-02-04 22:36:00,21.29,25.7,0,476.5,0.004020768726,0
2015-02-04 22:37:00,21.34,25.7,0,474.5,0.004033195251,0
2015-02-04 22:38:00,21.29,25.7,0,478,0.004020768726,0
2015-02-04 22:38:59,21.29,25.7,0,475.3333333,0.004020768726,0
2015-02-04 22:40:00,21.29,25.7,0,477,0.004020768726,0
2015-02-04 22:40:59,21.29,25.7,0,475.5,0.004020768726,0
2015-02-04 22:41:59,21.29,25.7,0,477.5,0.004020768726,0
2015-02-04 22:43:00,21.29,25.7,0,477.5,0.004020768726,0
2015-02-04 22:44:00,21.29,25.7,0,478,0.004020768726,0
2015-02-04 22:45:00,21.29,25.7,0,473.5,0.004020768726,0
2015-02-04 22:46:00,21.29,25.7,0,472.5,0.004020768726,0
2015-02-04 22:46:59,21.29,25.7,0,472,0.004020768726,0
2015-02-04 22:47:59,21.29,25.7,0,469.5,0.004020768726,0
2015-02-04 22:49:00,21.29,25.7,0,466.6666667,0.004020768726,0
2015-02-04 22:50:00,21.29,25.7,0,467,0.004020768726,0
2015-02-04 22:51:00,21.29,25.7,0,469.5,0.004020768726,0
2015-02-04 22:52:00,21.2,25.6,0,469,0.003982828098,0
2015-02-04 22:53:00,21.29,25.7,0,471,0.004020768726,0
2015-02-04 22:53:59,21.29,25.7,0,469,0.004020768726,0
2015-02-04 22:54:59,21.26,25.66666667,0,467.3333333,0.004008090128,0
2015-02-04 22:56:00,21.245,25.65,0,471.5,0.004001762738,0
2015-02-04 22:57:00,21.23,25.63333333,0,471.6666667,0.003995443275,0
2015-02-04 22:58:00,21.29,25.7,0,475,0.004020768726,0
2015-02-04 22:59:00,21.2,25.6,0,471,0.003982828098,0
2015-02-04 22:59:59,21.2,25.6,0,471,0.003982828098,0
2015-02-04 23:00:59,21.245,25.65,0,471,0.004001762738,0
2015-02-04 23:02:00,21.245,25.65,0,474.5,0.004001762738,0
2015-02-04 23:03:00,21.2,25.6,0,475.5,0.003982828098,0
2015-02-04 23:04:00,21.2,25.6,0,474,0.003982828098,0
2015-02-04 23:05:00,21.2,25.6,0,469,0.003982828098,0
2015-02-04 23:06:00,21.2,25.6,0,474,0.003982828098,0
2015-02-04 23:06:59,21.2,25.6,0,474,0.003982828098,0
2015-02-04 23:08:00,21.2,25.6,0,468.5,0.003982828098,0
2015-02-04 23:09:00,21.2,25.6,0,469.5,0.003982828098,0
2015-02-04 23:10:00,21.2,25.6,0,472.5,0.003982828098,0
2015-02-04 23:10:59,21.2,25.6,0,467.5,0.003982828098,0
2015-02-04 23:12:00,21.2,25.6,0,469,0.003982828098,0
2015-02-04 23:12:59,21.2,25.55,0,466.5,0.003974999424,0
2015-02-04 23:13:59,21.2,25.5,0,469.5,0.003967170946,0
2015-02-04 23:15:00,21.2,25.5,0,469,0.003967170946,0
2015-02-04 23:16:00,21.2,25.5,0,467,0.003967170946,0
2015-02-04 23:17:00,21.2,25.5,0,467.3333333,0.003967170946,0
2015-02-04 23:18:00,21.2,25.5,0,467,0.003967170946,0
2015-02-04 23:19:00,21.2,25.5,0,464.5,0.003967170946,0
2015-02-04 23:19:59,21.2,25.445,0,466,0.003958559846,0
2015-02-04 23:21:00,21.2,25.5,0,473,0.003967170946,0
2015-02-04 23:22:00,21.2,25.39,0,475,0.003949948983,0
2015-02-04 23:23:00,21.2,25.39,0,471,0.003949948983,0
2015-02-04 23:23:59,21.2,25.39,0,470,0.003949948983,0
2015-02-04 23:25:00,21.2,25.39,0,466.25,0.003949948983,0
2015-02-04 23:25:59,21.2,25.39,0,467,0.003949948983,0
2015-02-04 23:26:59,21.2,25.39,0,473,0.003949948983,0
2015-02-04 23:28:00,21.2,25.39,0,468,0.003949948983,0
2015-02-04 23:29:00,21.2,25.39,0,463,0.003949948983,0
2015-02-04 23:30:00,21.2,25.39,0,466,0.003949948983,0
2015-02-04 23:31:00,21.2,25.39,0,467,0.003949948983,0
2015-02-04 23:31:59,21.2,25.29,0,468,0.003934293476,0
2015-02-04 23:32:59,21.2,25.39,0,468,0.003949948983,0
2015-02-04 23:34:00,21.2,25.29,0,468,0.003934293476,0
2015-02-04 23:35:00,21.2,25.34,0,465.5,0.003942121131,0
2015-02-04 23:36:00,21.2,25.39,0,464,0.003949948983,0
2015-02-04 23:37:00,21.2,25.34,0,464.5,0.003942121131,0
2015-02-04 23:38:00,21.2,25.29,0,465.6666667,0.003934293476,0
2015-02-04 23:38:59,21.2,25.365,0,465.75,0.003946035033,0
2015-02-04 23:39:59,21.2,25.39,0,464,0.003949948983,0
2015-02-04 23:41:00,21.2,25.39,0,467,0.003949948983,0
2015-02-04 23:42:00,21.15,25.39,0,466.5,0.00393776746,0
2015-02-04 23:43:00,21.2,25.39,0,465,0.003949948983,0
2015-02-04 23:44:00,21.2,25.39,0,462,0.003949948983,0
2015-02-04 23:44:59,21.2,25.39,0,459.6666667,0.003949948983,0
2015-02-04 23:45:59,21.2,25.29,0,458,0.003934293476,0
2015-02-04 23:47:00,21.2,25.34,0,462.5,0.003942121131,0
2015-02-04 23:48:00,21.2,25.29,0,467,0.003934293476,0
2015-02-04 23:49:00,21.2,25.29,0,466.5,0.003934293476,0
2015-02-04 23:50:00,21.2,25.29,0,463,0.003934293476,0
2015-02-04 23:51:00,21.2,25.29,0,465,0.003934293476,0
2015-02-04 23:51:59,21.2,25.29,0,463.25,0.003934293476,0
2015-02-04 23:53:00,21.2,25.29,0,460,0.003934293476,0
2015-02-04 23:54:00,21.2,25.29,0,457,0.003934293476,0
2015-02-04 23:55:00,21.2,25.29,0,456,0.003934293476,0
2015-02-04 23:55:59,21.245,25.245,0,454,0.003938176951,0
2015-02-04 23:57:00,21.23,25.23,0,454,0.003932178656,0
2015-02-04 23:57:59,21.29,25.29,0,458,0.003956216177,0
2015-02-04 23:58:59,21.2,25.2,0,456,0.003920204189,0
2015-02-05 00:00:00,21.245,25.245,0,456.5,0.003938176951,0
2015-02-05 00:01:00,21.245,25.245,0,458.5,0.003938176951,0
2015-02-05 00:02:00,21.26,25.26,0,459.6666667,0.003944182632,0
2015-02-05 00:03:00,21.245,25.245,0,464,0.003938176951,0
2015-02-05 00:04:00,21.245,25.2,0,465,0.003931112661,0
2015-02-05 00:04:59,21.29,25.2,0,461,0.003942047887,0
2015-02-05 00:06:00,21.245,25.2,0,458.5,0.003931112661,0
2015-02-05 00:07:00,21.29,25.2,0,459,0.003942047887,0
2015-02-05 00:08:00,21.29,25.2,0,451,0.003942047887,0
2015-02-05 00:08:59,21.29,25.2,0,456,0.003942047887,0
2015-02-05 00:10:00,21.29,25.2,0,463,0.003942047887,0
2015-02-05 00:10:59,21.29,25.2,0,461.6666667,0.003942047887,0
2015-02-05 00:11:59,21.29,25.2,0,458,0.003942047887,0
2015-02-05 00:13:00,21.29,25.2,0,450,0.003942047887,0
2015-02-05 00:14:00,21.29,25.2,0,457,0.003942047887,0
2015-02-05 00:15:00,21.29,25.2,0,456,0.003942047887,0
2015-02-05 00:16:00,21.29,25.2,0,456,0.003942047887,0
2015-02-05 00:16:59,21.29,25.2,0,461,0.003942047887,0
2015-02-05 00:17:59,21.29,25.2,0,463,0.003942047887,0
2015-02-05 00:19:00,21.29,25.2,0,460,0.003942047887,0
2015-02-05 00:20:00,21.29,25.2,0,456,0.003942047887,0
2015-02-05 00:21:00,21.29,25.2,0,454.5,0.003942047887,0
2015-02-05 00:22:00,21.29,25.2,0,448.5,0.003942047887,0
2015-02-05 00:23:00,21.29,25.2,0,453.5,0.003942047887,0
2015-02-05 00:23:59,21.29,25.2,0,454,0.003942047887,0
2015-02-05 00:24:59,21.29,25.2,0,454,0.003942047887,0
2015-02-05 00:26:00,21.29,25.245,0,450.5,0.003949131951,0
2015-02-05 00:27:00,21.29,25.245,0,453,0.003949131951,0
2015-02-05 00:28:00,21.2,25.2,0,457,0.003920204189,0
